entity_class,match,action,namespace,doc_ids
gene,Sao,keep,ExplosionNERStep,34
gene,B220,keep,ExplosionNERStep,34
gene,Osx,keep,ExplosionNERStep,34
gene,Statin,keep,ExplosionNERStep,34
gene,CAS,keep,ExplosionNERStep,34
gene,PSF,keep,ExplosionNERStep,33
gene,D2-40,keep,ExplosionNERStep,33
gene,cTnT,keep,ExplosionNERStep,33
gene,DM1,keep,ExplosionNERStep,33
gene,Myb,keep,ExplosionNERStep,33
gene,MIP,keep,ExplosionNERStep,33
gene,angiotensin I,keep,ExplosionNERStep,33
gene,API,keep,ExplosionNERStep,33
gene,FAT,keep,ExplosionNERStep,33
gene,SLO,keep,ExplosionNERStep,33
gene,PKR,keep,ExplosionNERStep,33
gene,TRF,keep,ExplosionNERStep,33
gene,S12,keep,ExplosionNERStep,33
gene,LBP,keep,ExplosionNERStep,33
gene,TMP,keep,ExplosionNERStep,33
gene,Map,drop,ExplosionNERStep,32
gene,Gap,keep,ExplosionNERStep,32
gene,ET-1,keep,ExplosionNERStep,32
gene,HYPC,keep,ExplosionNERStep,32
gene,DA9,keep,ExplosionNERStep,32
gene,PI 3,keep,ExplosionNERStep,32
gene,VIA,keep,ExplosionNERStep,32
gene,MAX,keep,ExplosionNERStep,32
gene,MBL2,keep,ExplosionNERStep,32
gene,C15,keep,ExplosionNERStep,32
gene,RET,keep,ExplosionNERStep,32
gene,ALD,keep,ExplosionNERStep,32
gene,Pallid,keep,ExplosionNERStep,32
gene,Per,keep,ExplosionNERStep,32
gene,HSD,keep,ExplosionNERStep,32
gene,Bcr,keep,ExplosionNERStep,32
gene,Penumbra,keep,ExplosionNERStep,32
gene,Dan,drop,ExplosionNERStep,31
gene,Typ,keep,ExplosionNERStep,31
gene,HEK,keep,ExplosionNERStep,31
gene,histone H4,keep,ExplosionNERStep,31
gene,LPL,keep,ExplosionNERStep,31
gene,Cas2,keep,ExplosionNERStep,31
gene,Sri,keep,ExplosionNERStep,31
gene,PUMA,keep,ExplosionNERStep,31
gene,miR-22,keep,ExplosionNERStep,31
gene,Hep,keep,ExplosionNERStep,31
gene,Drp1,keep,ExplosionNERStep,31
gene,OPG,keep,ExplosionNERStep,31
gene,BCL2,keep,ExplosionNERStep,31
gene,T2D,keep,ExplosionNERStep,31
gene,ATP synthase,keep,ExplosionNERStep,31
gene,PCT,keep,ExplosionNERStep,31
gene,Bean,drop,ExplosionNERStep,30
gene,Mediterranean fever,drop,ExplosionNERStep,30
gene,CYP,keep,ExplosionNERStep,30
gene,CRF,keep,ExplosionNERStep,30
gene,EC-SOD,keep,ExplosionNERStep,30
gene,AAP,keep,ExplosionNERStep,30
gene,Atg8,keep,ExplosionNERStep,30
gene,SSA,keep,ExplosionNERStep,30
gene,PLC,keep,ExplosionNERStep,30
gene,ICH,keep,ExplosionNERStep,30
gene,CD40,keep,ExplosionNERStep,30
gene,FGFR3,keep,ExplosionNERStep,30
gene,NO3,keep,ExplosionNERStep,30
gene,Cadherin,keep,ExplosionNERStep,30
gene,Neurofibromatosis,keep,ExplosionNERStep,30
gene,LIM,keep,ExplosionNERStep,30
gene,CDR3,keep,ExplosionNERStep,30
gene,Bim,keep,ExplosionNERStep,30
gene,TIL,keep,ExplosionNERStep,30
gene,HIF-1,keep,ExplosionNERStep,30
gene,LAD,keep,ExplosionNERStep,30
gene,Beach,drop,ExplosionNERStep,29
gene,Pompe disease,drop,ExplosionNERStep,29
gene,LARGE,drop,ExplosionNERStep,29
gene,RDT,keep,ExplosionNERStep,29
gene,TPA,keep,ExplosionNERStep,29
gene,MEK1,keep,ExplosionNERStep,29
gene,MCH,keep,ExplosionNERStep,29
gene,MTX,keep,ExplosionNERStep,29
gene,Angelman syndrome,keep,ExplosionNERStep,29
gene,MSRA,keep,ExplosionNERStep,29
gene,Fab,keep,ExplosionNERStep,29
gene,TEL,keep,ExplosionNERStep,29
gene,VIP,keep,ExplosionNERStep,29
gene,Mark,keep,ExplosionNERStep,29
gene,Mre11,keep,ExplosionNERStep,29
gene,CPB,keep,ExplosionNERStep,29
gene,HSP,keep,ExplosionNERStep,29
gene,OC-2,keep,ExplosionNERStep,29
gene,PIP,keep,ExplosionNERStep,29
gene,C-C,keep,ExplosionNERStep,29
gene,EMSY,keep,ExplosionNERStep,29
gene,NPR,keep,ExplosionNERStep,29
gene,TBS,keep,ExplosionNERStep,29
gene,N-acetyltransferase,keep,ExplosionNERStep,29
gene,TRP,keep,ExplosionNERStep,29
gene,CGRP,keep,ExplosionNERStep,29
gene,EMA,keep,ExplosionNERStep,29
gene,14/03/2003,drop,ExplosionNERStep,28
gene,Arm,drop,ExplosionNERStep,28
gene,DBA,keep,ExplosionNERStep,28
gene,Intrinsic Factor,keep,ExplosionNERStep,28
gene,MIF,keep,ExplosionNERStep,28
gene,HP1,keep,ExplosionNERStep,28
gene,S11,keep,ExplosionNERStep,28
gene,53BP1,keep,ExplosionNERStep,28
gene,MCS,keep,ExplosionNERStep,28
gene,BID,keep,ExplosionNERStep,28
gene,Oct 3,keep,ExplosionNERStep,28
gene,PIQ,keep,ExplosionNERStep,28
gene,KIT,keep,ExplosionNERStep,28
gene,UBC,keep,ExplosionNERStep,28
gene,CTP,keep,ExplosionNERStep,28
gene,SRY,keep,ExplosionNERStep,28
gene,Plp,keep,ExplosionNERStep,28
gene,PFC,keep,ExplosionNERStep,28
gene,Atg7,keep,ExplosionNERStep,28
gene,SRA,keep,ExplosionNERStep,28
gene,PTEN,keep,ExplosionNERStep,28
gene,DNC,keep,ExplosionNERStep,28
gene,ZIP7,keep,ExplosionNERStep,28
gene,Vista,keep,ExplosionNERStep,28
gene,Past,keep,ExplosionNERStep,28
gene,SLA,keep,ExplosionNERStep,28
gene,Hsp90,keep,ExplosionNERStep,28
gene,Friedreich ataxia,keep,ExplosionNERStep,28
gene,protein S,keep,ExplosionNERStep,28
gene,MAT,keep,ExplosionNERStep,28
gene,K14,keep,ExplosionNERStep,28
gene,AAA,keep,ExplosionNERStep,27
gene,H19,keep,ExplosionNERStep,27
gene,ECM,keep,ExplosionNERStep,27
gene,ABC transporter,keep,ExplosionNERStep,27
gene,Corticotropin-releasing factor,keep,ExplosionNERStep,27
gene,cyclin A,keep,ExplosionNERStep,27
gene,TLH,keep,ExplosionNERStep,27
gene,LPC,keep,ExplosionNERStep,27
gene,CD15,keep,ExplosionNERStep,27
gene,CCT,keep,ExplosionNERStep,27
gene,EP4,keep,ExplosionNERStep,27
gene,Cystic Fibrosis Transmembrane Conductance Regulator,keep,ExplosionNERStep,27
gene,VH3,keep,ExplosionNERStep,27
gene,MCI,keep,ExplosionNERStep,27
gene,MLC,keep,ExplosionNERStep,27
gene,MCT1,keep,ExplosionNERStep,27
gene,hMLH1,keep,ExplosionNERStep,27
gene,TDI,keep,ExplosionNERStep,27
gene,MRS,keep,ExplosionNERStep,27
gene,Pan,drop,ExplosionNERStep,26
gene,hemophilia A,drop,ExplosionNERStep,26
gene,GSC,keep,ExplosionNERStep,26
gene,AGP,keep,ExplosionNERStep,26
gene,Lama,keep,ExplosionNERStep,26
gene,HIP,keep,ExplosionNERStep,26
gene,DCE,keep,ExplosionNERStep,26
gene,PER,keep,ExplosionNERStep,26
gene,COI,keep,ExplosionNERStep,26
gene,MAF,keep,ExplosionNERStep,26
gene,PAM,keep,ExplosionNERStep,26
gene,GPA,keep,ExplosionNERStep,26
gene,PB1,keep,ExplosionNERStep,26
gene,AT2,keep,ExplosionNERStep,26
gene,ECO,keep,ExplosionNERStep,26
gene,CTA,keep,ExplosionNERStep,26
gene,STD,keep,ExplosionNERStep,26
gene,TRIF,keep,ExplosionNERStep,26
gene,Corticotropin-releasing hormone,keep,ExplosionNERStep,26
gene,Atg21,keep,ExplosionNERStep,26
gene,GroEL,keep,ExplosionNERStep,26
gene,ALB,keep,ExplosionNERStep,26
gene,NS2,keep,ExplosionNERStep,26
gene,Hsp,keep,ExplosionNERStep,26
gene,INS,keep,ExplosionNERStep,26
gene,cytochrome P-450,keep,ExplosionNERStep,26
gene,HNE,keep,ExplosionNERStep,25
gene,Proc,keep,ExplosionNERStep,25
gene,ACTB,keep,ExplosionNERStep,25
gene,ICAS,keep,ExplosionNERStep,25
gene,HSP27,keep,ExplosionNERStep,25
gene,LAR,keep,ExplosionNERStep,25
gene,LAH,keep,ExplosionNERStep,25
gene,RNA helicase,keep,ExplosionNERStep,25
gene,RNP,keep,ExplosionNERStep,25
gene,ART,keep,ExplosionNERStep,25
gene,BIS,keep,ExplosionNERStep,25
gene,SCL,keep,ExplosionNERStep,25
gene,AP1,keep,ExplosionNERStep,25
gene,APA,keep,ExplosionNERStep,25
gene,PKG,keep,ExplosionNERStep,25
gene,A 2,keep,ExplosionNERStep,25
gene,DBY,keep,ExplosionNERStep,25
gene,TCD,keep,ExplosionNERStep,25
gene,PAD,keep,ExplosionNERStep,25
gene,MT-1,keep,ExplosionNERStep,25
gene,Sac,keep,ExplosionNERStep,25
gene,E16,keep,ExplosionNERStep,25
gene,PSD,keep,ExplosionNERStep,25
gene,CLOCK,keep,ExplosionNERStep,25
gene,CA 125,keep,ExplosionNERStep,25
gene,SEA,keep,ExplosionNERStep,25
gene,IL-2,keep,ExplosionNERStep,25
gene,WT1,keep,ExplosionNERStep,25
gene,Mol,drop,ExplosionNERStep,24
gene,Salvador,drop,ExplosionNERStep,24
gene,PF-4,keep,ExplosionNERStep,24
gene,ER-β,keep,ExplosionNERStep,24
gene,Tra2α,keep,ExplosionNERStep,24
gene,CR1,keep,ExplosionNERStep,24
gene,SNO,keep,ExplosionNERStep,24
gene,STP,keep,ExplosionNERStep,24
gene,TGC,keep,ExplosionNERStep,24
gene,IGF-I,keep,ExplosionNERStep,24
gene,Gan,keep,ExplosionNERStep,24
gene,AAC,keep,ExplosionNERStep,24
gene,MTS,keep,ExplosionNERStep,24
gene,MSS,keep,ExplosionNERStep,24
gene,1A1,keep,ExplosionNERStep,24
gene,BAL,keep,ExplosionNERStep,24
gene,Met1,keep,ExplosionNERStep,24
gene,DDT,keep,ExplosionNERStep,24
gene,H-Y,keep,ExplosionNERStep,24
gene,HOTAIR,keep,ExplosionNERStep,24
gene,PD1,keep,ExplosionNERStep,24
gene,RIF,keep,ExplosionNERStep,24
gene,SCF,keep,ExplosionNERStep,24
gene,F11,keep,ExplosionNERStep,24
gene,ANP,keep,ExplosionNERStep,24
gene,Tip,keep,ExplosionNERStep,24
gene,Interleukin-4,keep,ExplosionNERStep,24
gene,ND6,keep,ExplosionNERStep,24
gene,CD14,keep,ExplosionNERStep,24
gene,ANA,keep,ExplosionNERStep,24
gene,GEP,keep,ExplosionNERStep,24
gene,Sera,keep,ExplosionNERStep,24
gene,Nuclear Enriched Abundant Transcript 1,keep,ExplosionNERStep,24
gene,BP1,keep,ExplosionNERStep,24
gene,RAF,keep,ExplosionNERStep,24
gene,LPC1,keep,ExplosionNERStep,24
gene,STING,keep,ExplosionNERStep,24
gene,Trail,drop,ExplosionNERStep,23
gene,MED,drop,ExplosionNERStep,23
gene,SHP,keep,ExplosionNERStep,23
gene,DMR,keep,ExplosionNERStep,23
gene,CIP,keep,ExplosionNERStep,23
gene,Ana,keep,ExplosionNERStep,23
gene,PAC-1,keep,ExplosionNERStep,23
gene,G-protein coupled receptor,keep,ExplosionNERStep,23
gene,CART,keep,ExplosionNERStep,23
gene,LHR,keep,ExplosionNERStep,23
gene,ROX,keep,ExplosionNERStep,23
gene,ECL,keep,ExplosionNERStep,23
gene,granzyme A,keep,ExplosionNERStep,23
gene,FLIP,keep,ExplosionNERStep,23
gene,K12,keep,ExplosionNERStep,23
gene,RDS,keep,ExplosionNERStep,23
gene,ARD,keep,ExplosionNERStep,23
gene,PIM1,keep,ExplosionNERStep,23
gene,Bam,keep,ExplosionNERStep,23
gene,XPG,keep,ExplosionNERStep,23
gene,XPF,keep,ExplosionNERStep,23
gene,IAP,keep,ExplosionNERStep,23
gene,ATP binding cassette,keep,ExplosionNERStep,23
gene,TAG,keep,ExplosionNERStep,23
gene,Peri,keep,ExplosionNERStep,23
gene,Bright,drop,ExplosionNERStep,22
gene,Cats,keep,ExplosionNERStep,22
gene,Tax,keep,ExplosionNERStep,22
gene,S13,keep,ExplosionNERStep,22
gene,AML1,keep,ExplosionNERStep,22
gene,ATC,keep,ExplosionNERStep,22
gene,SAG,keep,ExplosionNERStep,22
gene,E6-AP,keep,ExplosionNERStep,22
gene,DNMT,keep,ExplosionNERStep,22
gene,TAR,keep,ExplosionNERStep,22
gene,CIS,keep,ExplosionNERStep,22
gene,TP1,keep,ExplosionNERStep,22
gene,FAE,keep,ExplosionNERStep,22
gene,ENSG00000108846,keep,ExplosionNERStep,22
gene,TNFR1,keep,ExplosionNERStep,22
gene,GIF,keep,ExplosionNERStep,22
gene,IVF,keep,ExplosionNERStep,22
gene,SIL,keep,ExplosionNERStep,22
gene,SRF,keep,ExplosionNERStep,22
gene,NSP,keep,ExplosionNERStep,22
gene,cTnI,keep,ExplosionNERStep,22
gene,Val,keep,ExplosionNERStep,22
gene,MCP,keep,ExplosionNERStep,22
gene,IKK2,keep,ExplosionNERStep,22
gene,BAM,keep,ExplosionNERStep,22
gene,P300,keep,ExplosionNERStep,22
gene,MAP2,keep,ExplosionNERStep,22
gene,MAL,keep,ExplosionNERStep,22
gene,OTP,keep,ExplosionNERStep,22
gene,Race,drop,ExplosionNERStep,21
gene,Tech,drop,ExplosionNERStep,21
gene,AC6,keep,ExplosionNERStep,21
gene,PDI,keep,ExplosionNERStep,21
gene,DDN,keep,ExplosionNERStep,21
gene,Apo,keep,ExplosionNERStep,21
gene,PAD4,keep,ExplosionNERStep,21
gene,BCA,keep,ExplosionNERStep,21
gene,A20,keep,ExplosionNERStep,21
gene,NHE,keep,ExplosionNERStep,21
gene,AML3,keep,ExplosionNERStep,21
gene,KGF,keep,ExplosionNERStep,21
gene,APOE,keep,ExplosionNERStep,21
gene,IGH,keep,ExplosionNERStep,21
gene,Dia,keep,ExplosionNERStep,21
gene,GGC,keep,ExplosionNERStep,21
gene,TBP,keep,ExplosionNERStep,21
gene,alpha-MSH,keep,ExplosionNERStep,21
gene,NCX,keep,ExplosionNERStep,21
gene,HPRT,keep,ExplosionNERStep,21
gene,SEP,keep,ExplosionNERStep,21
gene,DS1,keep,ExplosionNERStep,21
gene,HSL,keep,ExplosionNERStep,21
gene,OPD,keep,ExplosionNERStep,21
gene,DBH,keep,ExplosionNERStep,21
gene,MINT,keep,ExplosionNERStep,21
gene,snRNP,keep,ExplosionNERStep,21
gene,S5A,keep,ExplosionNERStep,21
gene,HERV-K,keep,ExplosionNERStep,21
gene,02-Jan,keep,ExplosionNERStep,21
gene,Thymidine phosphorylase,keep,ExplosionNERStep,21
gene,CTX,keep,ExplosionNERStep,21
gene,Neurotrophin,keep,ExplosionNERStep,21
gene,LSD,keep,ExplosionNERStep,21
gene,CLIP,keep,ExplosionNERStep,21
gene,Livin,keep,ExplosionNERStep,21
gene,SMS,keep,ExplosionNERStep,21
gene,IRE1,keep,ExplosionNERStep,21
gene,TNS,keep,ExplosionNERStep,21
gene,INT,keep,ExplosionNERStep,21
gene,Sim,keep,ExplosionNERStep,21
gene,Pinto,keep,ExplosionNERStep,21
gene,Stop,drop,ExplosionNERStep,20
gene,AVR,keep,ExplosionNERStep,20
gene,Flash,keep,ExplosionNERStep,20
gene,CDM,keep,ExplosionNERStep,20
gene,Hyp,keep,ExplosionNERStep,20
gene,Anova,keep,ExplosionNERStep,20
gene,MM2,keep,ExplosionNERStep,20
gene,EWS,keep,ExplosionNERStep,20
gene,RED,keep,ExplosionNERStep,20
gene,TSG,keep,ExplosionNERStep,20
gene,FAB,keep,ExplosionNERStep,20
gene,RIP,keep,ExplosionNERStep,20
gene,Alzheimer Disease,keep,ExplosionNERStep,20
gene,SCH,keep,ExplosionNERStep,20
gene,CCP,keep,ExplosionNERStep,20
gene,ARA,keep,ExplosionNERStep,20
gene,PSMA,keep,ExplosionNERStep,20
gene,RAGE,keep,ExplosionNERStep,20
gene,EF-Tu,keep,ExplosionNERStep,20
gene,WSN,keep,ExplosionNERStep,20
gene,MACS,keep,ExplosionNERStep,20
gene,M protein,keep,ExplosionNERStep,20
gene,IL-9,keep,ExplosionNERStep,20
gene,SON,keep,ExplosionNERStep,20
gene,Cyclophilin D,keep,ExplosionNERStep,20
gene,CFP,keep,ExplosionNERStep,20
gene,Transcription Factor 7,keep,ExplosionNERStep,20
gene,Pat1,keep,ExplosionNERStep,20
gene,Runx2,keep,ExplosionNERStep,20
gene,Bruce,keep,ExplosionNERStep,20
gene,Cholecystokinin,keep,ExplosionNERStep,20
gene,Cry,keep,ExplosionNERStep,20
gene,GTPase-activating protein,keep,ExplosionNERStep,20
gene,GroES,keep,ExplosionNERStep,20
gene,CRN,keep,ExplosionNERStep,20
gene,HUGO,keep,ExplosionNERStep,20
gene,Trk,keep,ExplosionNERStep,20
gene,Ctrl,keep,ExplosionNERStep,20
gene,Mtr,keep,ExplosionNERStep,20
gene,Chip,keep,ExplosionNERStep,20
gene,GTA,keep,ExplosionNERStep,20
gene,phospholipase A,keep,ExplosionNERStep,20
gene,Clock,keep,ExplosionNERStep,20
gene,Ppo,keep,ExplosionNERStep,20
gene,SIP,keep,ExplosionNERStep,20
gene,DED,keep,ExplosionNERStep,20
gene,Neu,keep,ExplosionNERStep,20
gene,PA1,keep,ExplosionNERStep,20
gene,CEL,keep,ExplosionNERStep,20
gene,HSA,keep,ExplosionNERStep,20
gene,RyR,keep,ExplosionNERStep,20
gene,E1B,keep,ExplosionNERStep,19
gene,Tc1,keep,ExplosionNERStep,19
gene,Bax,keep,ExplosionNERStep,19
gene,LAG-3,keep,ExplosionNERStep,19
gene,PHC,keep,ExplosionNERStep,19
gene,Star,keep,ExplosionNERStep,19
gene,EPI,keep,ExplosionNERStep,19
gene,Castor,keep,ExplosionNERStep,19
gene,NeuN,keep,ExplosionNERStep,19
gene,SRK,keep,ExplosionNERStep,19
gene,Nei,keep,ExplosionNERStep,19
gene,BF1,keep,ExplosionNERStep,19
gene,CLC,keep,ExplosionNERStep,19
gene,RBC,keep,ExplosionNERStep,19
gene,Eco,keep,ExplosionNERStep,19
gene,FIX,keep,ExplosionNERStep,19
gene,SOCS,keep,ExplosionNERStep,19
gene,NPY,keep,ExplosionNERStep,19
gene,RELA,keep,ExplosionNERStep,19
gene,Tape,keep,ExplosionNERStep,19
gene,ACD,keep,ExplosionNERStep,19
gene,MAS,keep,ExplosionNERStep,19
gene,MPP,keep,ExplosionNERStep,19
gene,Abs,keep,ExplosionNERStep,19
gene,TA1,keep,ExplosionNERStep,19
gene,Thioredoxin,keep,ExplosionNERStep,19
gene,PTS,keep,ExplosionNERStep,19
gene,PRP,keep,ExplosionNERStep,19
gene,TRAP,keep,ExplosionNERStep,19
gene,SPICE,keep,ExplosionNERStep,19
gene,B cell activation,keep,ExplosionNERStep,19
gene,PKB,keep,ExplosionNERStep,19
gene,DBS,keep,ExplosionNERStep,19
gene,Palm,keep,ExplosionNERStep,19
gene,F12,keep,ExplosionNERStep,19
gene,TP5,keep,ExplosionNERStep,19
gene,S1P,keep,ExplosionNERStep,19
gene,AAT,keep,ExplosionNERStep,19
gene,IGF1,keep,ExplosionNERStep,19
gene,ST2,keep,ExplosionNERStep,19
gene,FES,keep,ExplosionNERStep,19
gene,SEB,keep,ExplosionNERStep,19
gene,JUN,keep,ExplosionNERStep,19
gene,L10,keep,ExplosionNERStep,19
gene,MCM,keep,ExplosionNERStep,19
gene,Ding,keep,ExplosionNERStep,19
gene,SPS,keep,ExplosionNERStep,19
gene,PTA,keep,ExplosionNERStep,19
gene,Nail,drop,ExplosionNERStep,18
gene,OCM1,keep,ExplosionNERStep,18
gene,Keratinocyte Growth Factor,keep,ExplosionNERStep,18
gene,Cryptic,keep,ExplosionNERStep,18
gene,PCA,keep,ExplosionNERStep,18
gene,Acta,keep,ExplosionNERStep,18
gene,MEP,keep,ExplosionNERStep,18
gene,Maps,keep,ExplosionNERStep,18
gene,Ref,keep,ExplosionNERStep,18
gene,MRC,keep,ExplosionNERStep,18
gene,SOS,keep,ExplosionNERStep,18
gene,RNase III,keep,ExplosionNERStep,18
